RUN,GRID,NWUMPUS,NPITS,NGOLD,ENV,OUTCOME,REASON,SUICIDEFLAG
1,6x6,1,1,1,Static,WON,-,False
2,7x7,1,1,1,Static,WON,-,False
3,8x8,1,1,1,Static,WON,-,False
4,9x9,1,1,1,Static,WON,-,False
5,10x10,1,1,1,Static,WON,-,False
6,11x11,1,1,1,Static,WON,-,False
7,12x12,1,1,1,Static,WON,-,False
8,13x13,1,1,1,Static,WON,-,False
9,14x14,1,1,1,Static,WON,-,False
10,15x15,1,1,1,Static,WON,-,False
11,16x16,1,1,1,Static,WON,-,False
12,17x17,1,1,1,Static,WON,-,False
13,18x18,1,1,1,Static,WON,-,False
14,19x19,1,1,1,Static,WON,-,False
15,6x6,1,1,1,Static,WON,-,False
16,7x7,1,1,1,Static,WON,-,False
17,8x8,1,1,1,Static,WON,-,False
18,9x9,1,1,1,Static,WON,-,False
19,10x10,1,1,1,Static,WON,-,False
20,11x11,1,1,1,Static,WON,-,False
21,12x12,1,1,1,Static,WON,-,False
22,13x13,1,1,1,Static,WON,-,False
23,14x14,1,1,1,Static,WON,-,False
24,15x15,1,1,1,Static,WON,-,False
25,16x16,1,1,1,Static,WON,-,False
26,17x17,1,1,1,Static,WON,-,False
27,18x18,1,1,1,Static,WON,-,False
28,19x19,1,1,1,Static,WON,-,False
29,6x6,1,1,1,Static,WON,-,False
30,7x7,1,1,1,Static,WON,-,False
31,8x8,1,1,1,Static,WON,-,False
32,9x9,1,1,1,Static,WON,-,False
33,10x10,1,1,1,Static,WON,-,False
34,11x11,1,1,1,Static,WON,-,False
35,12x12,1,1,1,Static,WON,-,False
36,13x13,1,1,1,Static,WON,-,False
37,14x14,1,1,1,Static,WON,-,False
38,15x15,1,1,1,Static,WON,-,False
39,16x16,1,1,1,Static,WON,-,False
40,17x17,1,1,1,Static,WON,-,False
41,18x18,1,1,1,Static,WON,-,False
42,19x19,1,1,1,Static,WON,-,False
43,6x6,2,1,1,Static,LOST,PIT,False
44,7x7,2,1,1,Static,WON,-,False
45,8x8,2,1,1,Static,WON,-,False
46,9x9,2,1,1,Static,WON,-,False
47,10x10,2,1,1,Static,WON,-,False
48,11x11,2,1,1,Static,WON,-,False
49,12x12,2,1,1,Static,WON,-,False
50,13x13,2,1,1,Static,WON,-,False
51,14x14,2,1,1,Static,WON,-,False
52,15x15,2,1,1,Static,WON,-,False
53,16x16,2,1,1,Static,WON,-,False
54,17x17,2,1,1,Static,WON,-,False
55,18x18,2,1,1,Static,WON,-,False
56,19x19,2,1,1,Static,WON,-,False
57,6x6,2,1,1,Static,WON,-,False
58,7x7,2,1,1,Static,WON,-,False
59,8x8,2,1,1,Static,WON,-,False
60,9x9,2,1,1,Static,WON,-,False
61,10x10,2,1,1,Static,WON,-,False
62,11x11,2,1,1,Static,WON,-,False
63,12x12,2,1,1,Static,WON,-,False
64,13x13,2,1,1,Static,WON,-,False
65,14x14,2,1,1,Static,WON,-,False
66,15x15,2,1,1,Static,WON,-,False
67,16x16,2,1,1,Static,LOST,WUMPUS,False
68,17x17,2,1,1,Static,WON,-,False
69,18x18,2,1,1,Static,WON,-,False
70,19x19,2,1,1,Static,WON,-,False
71,6x6,2,1,1,Static,WON,-,False
72,7x7,2,1,1,Static,WON,-,False
73,8x8,2,1,1,Static,LOST,WUMPUS,False
74,9x9,2,1,1,Static,WON,-,False
75,10x10,2,1,1,Static,WON,-,False
76,11x11,2,1,1,Static,WON,-,False
77,12x12,2,1,1,Static,WON,-,False
78,13x13,2,1,1,Static,WON,-,False
79,14x14,2,1,1,Static,WON,-,False
80,15x15,2,1,1,Static,WON,-,False
81,16x16,2,1,1,Static,WON,-,False
82,17x17,2,1,1,Static,WON,-,False
83,18x18,2,1,1,Static,WON,-,False
84,19x19,2,1,1,Static,WON,-,False
85,6x6,1,2,1,Static,WON,-,False
86,7x7,1,2,1,Static,WON,-,False
87,8x8,1,2,1,Static,WON,-,False
88,9x9,1,2,1,Static,WON,-,False
89,10x10,1,2,1,Static,WON,-,False
90,11x11,1,2,1,Static,WON,-,False
91,12x12,1,2,1,Static,WON,-,False
92,13x13,1,2,1,Static,WON,-,False
93,14x14,1,2,1,Static,WON,-,False
94,15x15,1,2,1,Static,WON,-,False
95,16x16,1,2,1,Static,WON,-,False
96,17x17,1,2,1,Static,WON,-,False
97,18x18,1,2,1,Static,WON,-,False
98,19x19,1,2,1,Static,WON,-,False
99,6x6,1,2,1,Static,WON,-,False
100,7x7,1,2,1,Static,WON,-,False
101,8x8,1,2,1,Static,WON,-,False
102,9x9,1,2,1,Static,WON,-,False
103,10x10,1,2,1,Static,WON,-,False
104,11x11,1,2,1,Static,WON,-,False
105,12x12,1,2,1,Static,WON,-,False
106,13x13,1,2,1,Static,WON,-,False
107,14x14,1,2,1,Static,WON,-,False
108,15x15,1,2,1,Static,WON,-,False
109,16x16,1,2,1,Static,WON,-,False
110,17x17,1,2,1,Static,WON,-,False
111,18x18,1,2,1,Static,WON,-,False
112,19x19,1,2,1,Static,WON,-,False
113,6x6,1,2,1,Static,WON,-,False
114,7x7,1,2,1,Static,WON,-,False
115,8x8,1,2,1,Static,WON,-,False
116,9x9,1,2,1,Static,WON,-,False
117,10x10,1,2,1,Static,WON,-,False
118,11x11,1,2,1,Static,WON,-,False
119,12x12,1,2,1,Static,WON,-,False
120,13x13,1,2,1,Static,WON,-,False
121,14x14,1,2,1,Static,WON,-,False
122,15x15,1,2,1,Static,LOST,PIT,False
123,16x16,1,2,1,Static,WON,-,False
124,17x17,1,2,1,Static,WON,-,False
125,18x18,1,2,1,Static,WON,-,False
126,19x19,1,2,1,Static,WON,-,False
127,6x6,2,2,1,Static,WON,-,False
128,7x7,2,2,1,Static,WON,-,False
129,8x8,2,2,1,Static,WON,-,False
130,9x9,2,2,1,Static,WON,-,False
131,10x10,2,2,1,Static,WON,-,False
132,11x11,2,2,1,Static,WON,-,False
133,12x12,2,2,1,Static,WON,-,False
134,13x13,2,2,1,Static,LOST,PIT,False
135,14x14,2,2,1,Static,WON,-,False
136,15x15,2,2,1,Static,WON,-,False
137,16x16,2,2,1,Static,WON,-,False
138,17x17,2,2,1,Static,WON,-,False
139,18x18,2,2,1,Static,WON,-,False
140,19x19,2,2,1,Static,WON,-,False
141,6x6,2,2,1,Static,WON,-,False
142,7x7,2,2,1,Static,WON,-,False
143,8x8,2,2,1,Static,WON,-,False
144,9x9,2,2,1,Static,WON,-,False
145,10x10,2,2,1,Static,WON,-,False
146,11x11,2,2,1,Static,LOST,PIT,False
147,12x12,2,2,1,Static,WON,-,False
148,13x13,2,2,1,Static,WON,-,False
149,14x14,2,2,1,Static,WON,-,False
150,15x15,2,2,1,Static,WON,-,False
151,16x16,2,2,1,Static,WON,-,False
152,17x17,2,2,1,Static,WON,-,False
153,18x18,2,2,1,Static,WON,-,False
154,19x19,2,2,1,Static,WON,-,False
155,6x6,2,2,1,Static,WON,-,False
156,7x7,2,2,1,Static,WON,-,False
157,8x8,2,2,1,Static,WON,-,False
158,9x9,2,2,1,Static,WON,-,False
159,10x10,2,2,1,Static,WON,-,False
160,11x11,2,2,1,Static,WON,-,False
161,12x12,2,2,1,Static,WON,-,False
162,13x13,2,2,1,Static,WON,-,False
163,14x14,2,2,1,Static,LOST,PIT,False
164,15x15,2,2,1,Static,WON,-,False
165,16x16,2,2,1,Static,WON,-,False
166,17x17,2,2,1,Static,WON,-,False
167,18x18,2,2,1,Static,WON,-,False
168,19x19,2,2,1,Static,WON,-,False
169,6x6,1,3,1,Static,WON,-,False
170,7x7,1,3,1,Static,WON,-,False
171,8x8,1,3,1,Static,WON,-,False
172,9x9,1,3,1,Static,WON,-,False
173,10x10,1,3,1,Static,WON,-,False
174,11x11,1,3,1,Static,WON,-,False
175,12x12,1,3,1,Static,LOST,PIT,False
176,13x13,1,3,1,Static,WON,-,False
177,14x14,1,3,1,Static,WON,-,False
178,15x15,1,3,1,Static,WON,-,False
179,16x16,1,3,1,Static,WON,-,False
180,17x17,1,3,1,Static,WON,-,False
181,18x18,1,3,1,Static,WON,-,False
182,19x19,1,3,1,Static,WON,-,False
183,6x6,1,3,1,Static,WON,-,False
184,7x7,1,3,1,Static,WON,-,False
185,8x8,1,3,1,Static,WON,-,False
186,9x9,1,3,1,Static,WON,-,False
187,10x10,1,3,1,Static,WON,-,False
188,11x11,1,3,1,Static,LOST,WUMPUS,False
189,12x12,1,3,1,Static,WON,-,False
190,13x13,1,3,1,Static,WON,-,False
191,14x14,1,3,1,Static,WON,-,False
192,15x15,1,3,1,Static,WON,-,False
193,16x16,1,3,1,Static,WON,-,False
194,17x17,1,3,1,Static,WON,-,False
195,18x18,1,3,1,Static,WON,-,False
196,19x19,1,3,1,Static,WON,-,False
197,6x6,1,3,1,Static,WON,-,False
198,7x7,1,3,1,Static,WON,-,False
199,8x8,1,3,1,Static,WON,-,False
200,9x9,1,3,1,Static,WON,-,False
201,10x10,1,3,1,Static,WON,-,False
202,11x11,1,3,1,Static,WON,-,False
203,12x12,1,3,1,Static,WON,-,False
204,13x13,1,3,1,Static,WON,-,False
205,14x14,1,3,1,Static,LOST,PIT,False
206,15x15,1,3,1,Static,WON,-,False
207,16x16,1,3,1,Static,WON,-,False
208,17x17,1,3,1,Static,WON,-,False
209,18x18,1,3,1,Static,WON,-,False
210,19x19,1,3,1,Static,WON,-,False
211,6x6,2,3,1,Static,WON,-,False
212,7x7,2,3,1,Static,WON,-,False
213,8x8,2,3,1,Static,WON,-,False
214,9x9,2,3,1,Static,WON,-,False
215,10x10,2,3,1,Static,WON,-,False
216,11x11,2,3,1,Static,WON,-,False
217,12x12,2,3,1,Static,WON,-,False
218,13x13,2,3,1,Static,LOST,PIT,False
219,14x14,2,3,1,Static,WON,-,False
220,15x15,2,3,1,Static,WON,-,False
221,16x16,2,3,1,Static,WON,-,False
222,17x17,2,3,1,Static,WON,-,False
223,18x18,2,3,1,Static,WON,-,False
224,19x19,2,3,1,Static,WON,-,False
225,6x6,2,3,1,Static,WON,-,False
226,7x7,2,3,1,Static,WON,-,False
227,8x8,2,3,1,Static,WON,-,False
228,9x9,2,3,1,Static,WON,-,False
229,10x10,2,3,1,Static,WON,-,False
230,11x11,2,3,1,Static,WON,-,False
231,12x12,2,3,1,Static,WON,-,False
232,13x13,2,3,1,Static,WON,-,False
233,14x14,2,3,1,Static,WON,-,False
234,15x15,2,3,1,Static,WON,-,False
235,16x16,2,3,1,Static,WON,-,False
236,17x17,2,3,1,Static,WON,-,False
237,18x18,2,3,1,Static,WON,-,False
238,19x19,2,3,1,Static,WON,-,False
239,6x6,2,3,1,Static,WON,-,False
240,7x7,2,3,1,Static,WON,-,False
241,8x8,2,3,1,Static,WON,-,False
242,9x9,2,3,1,Static,WON,-,False
243,10x10,2,3,1,Static,WON,-,False
244,11x11,2,3,1,Static,WON,-,False
245,12x12,2,3,1,Static,WON,-,False
246,13x13,2,3,1,Static,WON,-,False
247,14x14,2,3,1,Static,WON,-,False
248,15x15,2,3,1,Static,WON,-,False
249,16x16,2,3,1,Static,WON,-,False
250,17x17,2,3,1,Static,WON,-,False
251,18x18,2,3,1,Static,WON,-,False
252,19x19,2,3,1,Static,WON,-,False
253,6x6,1,4,1,Static,WON,-,False
254,7x7,1,4,1,Static,WON,-,False
255,8x8,1,4,1,Static,WON,-,False
256,9x9,1,4,1,Static,WON,-,False
257,10x10,1,4,1,Static,WON,-,False
258,11x11,1,4,1,Static,WON,-,False
259,12x12,1,4,1,Static,WON,-,False
260,13x13,1,4,1,Static,WON,-,False
261,14x14,1,4,1,Static,WON,-,False
262,15x15,1,4,1,Static,WON,-,False
263,16x16,1,4,1,Static,WON,-,False
264,17x17,1,4,1,Static,WON,-,False
265,18x18,1,4,1,Static,WON,-,False
266,19x19,1,4,1,Static,WON,-,False
267,6x6,1,4,1,Static,WON,-,False
268,7x7,1,4,1,Static,WON,-,False
269,8x8,1,4,1,Static,WON,-,False
270,9x9,1,4,1,Static,WON,-,False
271,10x10,1,4,1,Static,WON,-,False
272,11x11,1,4,1,Static,WON,-,False
273,12x12,1,4,1,Static,WON,-,False
274,13x13,1,4,1,Static,LOST,PIT,False
275,14x14,1,4,1,Static,WON,-,False
276,15x15,1,4,1,Static,WON,-,False
277,16x16,1,4,1,Static,WON,-,False
278,17x17,1,4,1,Static,WON,-,False
279,18x18,1,4,1,Static,WON,-,False
280,19x19,1,4,1,Static,WON,-,False
281,6x6,1,4,1,Static,WON,-,False
282,7x7,1,4,1,Static,WON,-,False
283,8x8,1,4,1,Static,WON,-,False
284,9x9,1,4,1,Static,LOST,PIT,False
285,10x10,1,4,1,Static,WON,-,False
286,11x11,1,4,1,Static,WON,-,False
287,12x12,1,4,1,Static,WON,-,False
288,13x13,1,4,1,Static,WON,-,False
289,14x14,1,4,1,Static,WON,-,False
290,15x15,1,4,1,Static,WON,-,False
291,16x16,1,4,1,Static,WON,-,False
292,17x17,1,4,1,Static,WON,-,False
293,18x18,1,4,1,Static,WON,-,False
294,19x19,1,4,1,Static,WON,-,False
295,6x6,2,4,1,Static,WON,-,False
296,7x7,2,4,1,Static,WON,-,False
297,8x8,2,4,1,Static,LOST,PIT,False
298,9x9,2,4,1,Static,LOST,WUMPUS,False
299,10x10,2,4,1,Static,LOST,PIT,False
300,11x11,2,4,1,Static,WON,-,False
301,12x12,2,4,1,Static,WON,-,False
302,13x13,2,4,1,Static,WON,-,False
303,14x14,2,4,1,Static,WON,-,False
304,15x15,2,4,1,Static,WON,-,False
305,16x16,2,4,1,Static,WON,-,False
306,17x17,2,4,1,Static,WON,-,False
307,18x18,2,4,1,Static,WON,-,False
308,19x19,2,4,1,Static,WON,-,False
309,6x6,2,4,1,Static,WON,-,False
310,7x7,2,4,1,Static,WON,-,False
311,8x8,2,4,1,Static,WON,-,False
312,9x9,2,4,1,Static,WON,-,False
313,10x10,2,4,1,Static,WON,-,False
314,11x11,2,4,1,Static,WON,-,False
315,12x12,2,4,1,Static,WON,-,False
316,13x13,2,4,1,Static,WON,-,False
317,14x14,2,4,1,Static,WON,-,False
318,15x15,2,4,1,Static,WON,-,False
319,16x16,2,4,1,Static,WON,-,False
320,17x17,2,4,1,Static,WON,-,False
321,18x18,2,4,1,Static,WON,-,False
322,19x19,2,4,1,Static,WON,-,False
323,6x6,2,4,1,Static,LOST,PIT,False
324,7x7,2,4,1,Static,WON,-,False
325,8x8,2,4,1,Static,WON,-,False
326,9x9,2,4,1,Static,WON,-,False
327,10x10,2,4,1,Static,LOST,PIT,True
328,11x11,2,4,1,Static,WON,-,False
329,12x12,2,4,1,Static,WON,-,False
330,13x13,2,4,1,Static,WON,-,False
331,14x14,2,4,1,Static,WON,-,False
332,15x15,2,4,1,Static,WON,-,False
333,16x16,2,4,1,Static,WON,-,False
334,17x17,2,4,1,Static,WON,-,False
335,18x18,2,4,1,Static,WON,-,False
336,19x19,2,4,1,Static,WON,-,False
337,6x6,1,5,1,Static,WON,-,False
338,7x7,1,5,1,Static,WON,-,False
339,8x8,1,5,1,Static,LOST,PIT,False
340,9x9,1,5,1,Static,WON,-,False
341,10x10,1,5,1,Static,WON,-,False
342,11x11,1,5,1,Static,WON,-,False
343,12x12,1,5,1,Static,WON,-,False
344,13x13,1,5,1,Static,WON,-,False
345,14x14,1,5,1,Static,WON,-,False
346,15x15,1,5,1,Static,WON,-,False
347,16x16,1,5,1,Static,WON,-,False
348,17x17,1,5,1,Static,WON,-,False
349,18x18,1,5,1,Static,WON,-,False
350,19x19,1,5,1,Static,WON,-,False
351,6x6,1,5,1,Static,WON,-,False
352,7x7,1,5,1,Static,WON,-,False
353,8x8,1,5,1,Static,WON,-,False
354,9x9,1,5,1,Static,WON,-,False
355,10x10,1,5,1,Static,WON,-,False
356,11x11,1,5,1,Static,WON,-,False
357,12x12,1,5,1,Static,WON,-,False
358,13x13,1,5,1,Static,WON,-,False
359,14x14,1,5,1,Static,WON,-,False
360,15x15,1,5,1,Static,WON,-,False
361,16x16,1,5,1,Static,WON,-,False
362,17x17,1,5,1,Static,WON,-,False
363,18x18,1,5,1,Static,WON,-,False
364,19x19,1,5,1,Static,WON,-,False
365,6x6,1,5,1,Static,LOST,PIT,False
366,7x7,1,5,1,Static,LOST,PIT,False
367,8x8,1,5,1,Static,WON,-,False
368,9x9,1,5,1,Static,LOST,PIT,False
369,10x10,1,5,1,Static,WON,-,False
370,11x11,1,5,1,Static,WON,-,False
371,12x12,1,5,1,Static,WON,-,False
372,13x13,1,5,1,Static,WON,-,False
373,14x14,1,5,1,Static,WON,-,False
374,15x15,1,5,1,Static,WON,-,False
375,16x16,1,5,1,Static,LOST,WUMPUS,False
376,17x17,1,5,1,Static,WON,-,False
377,18x18,1,5,1,Static,WON,-,False
378,19x19,1,5,1,Static,WON,-,False
379,6x6,2,5,1,Static,WON,-,False
380,7x7,2,5,1,Static,LOST,PIT,False
381,8x8,2,5,1,Static,WON,-,False
382,9x9,2,5,1,Static,WON,-,False
383,10x10,2,5,1,Static,WON,-,False
384,11x11,2,5,1,Static,WON,-,False
385,12x12,2,5,1,Static,WON,-,False
386,13x13,2,5,1,Static,WON,-,False
387,14x14,2,5,1,Static,WON,-,False
388,15x15,2,5,1,Static,WON,-,False
389,16x16,2,5,1,Static,WON,-,False
390,17x17,2,5,1,Static,WON,-,False
391,18x18,2,5,1,Static,WON,-,False
392,19x19,2,5,1,Static,WON,-,False
393,6x6,2,5,1,Static,WON,-,False
394,7x7,2,5,1,Static,WON,-,False
395,8x8,2,5,1,Static,WON,-,False
396,9x9,2,5,1,Static,WON,-,False
397,10x10,2,5,1,Static,WON,-,False
398,11x11,2,5,1,Static,WON,-,False
399,12x12,2,5,1,Static,WON,-,False
400,13x13,2,5,1,Static,WON,-,False
401,14x14,2,5,1,Static,WON,-,False
402,15x15,2,5,1,Static,WON,-,False
403,16x16,2,5,1,Static,WON,-,False
404,17x17,2,5,1,Static,WON,-,False
405,18x18,2,5,1,Static,WON,-,False
406,19x19,2,5,1,Static,LOST,PIT,False
407,6x6,2,5,1,Static,WON,-,False
408,7x7,2,5,1,Static,WON,-,False
409,8x8,2,5,1,Static,WON,-,False
410,9x9,2,5,1,Static,WON,-,False
411,10x10,2,5,1,Static,WON,-,False
412,11x11,2,5,1,Static,WON,-,False
413,12x12,2,5,1,Static,WON,-,False
414,13x13,2,5,1,Static,WON,-,False
415,14x14,2,5,1,Static,WON,-,False
416,15x15,2,5,1,Static,WON,-,False
417,16x16,2,5,1,Static,WON,-,False
418,17x17,2,5,1,Static,WON,-,False
419,18x18,2,5,1,Static,WON,-,False
420,19x19,2,5,1,Static,WON,-,False
421,6x6,1,6,1,Static,WON,-,False
422,7x7,1,6,1,Static,WON,-,False
423,8x8,1,6,1,Static,LOST,PIT,False
424,9x9,1,6,1,Static,WON,-,False
425,10x10,1,6,1,Static,WON,-,False
426,11x11,1,6,1,Static,WON,-,False
427,12x12,1,6,1,Static,WON,-,False
428,13x13,1,6,1,Static,WON,-,False
429,14x14,1,6,1,Static,WON,-,False
430,15x15,1,6,1,Static,WON,-,False
431,16x16,1,6,1,Static,WON,-,False
432,17x17,1,6,1,Static,WON,-,False
433,18x18,1,6,1,Static,WON,-,False
434,19x19,1,6,1,Static,WON,-,False
435,6x6,1,6,1,Static,WON,-,False
436,7x7,1,6,1,Static,LOST,PIT,False
437,8x8,1,6,1,Static,WON,-,False
438,9x9,1,6,1,Static,LOST,PIT,False
439,10x10,1,6,1,Static,WON,-,False
440,11x11,1,6,1,Static,WON,-,False
441,12x12,1,6,1,Static,WON,-,False
442,13x13,1,6,1,Static,WON,-,False
443,14x14,1,6,1,Static,WON,-,False
444,15x15,1,6,1,Static,WON,-,False
445,16x16,1,6,1,Static,WON,-,False
446,17x17,1,6,1,Static,WON,-,False
447,18x18,1,6,1,Static,WON,-,False
448,19x19,1,6,1,Static,WON,-,False
449,6x6,1,6,1,Static,WON,-,False
450,7x7,1,6,1,Static,WON,-,False
451,8x8,1,6,1,Static,WON,-,False
452,9x9,1,6,1,Static,WON,-,False
453,10x10,1,6,1,Static,WON,-,False
454,11x11,1,6,1,Static,WON,-,False
455,12x12,1,6,1,Static,WON,-,False
456,13x13,1,6,1,Static,WON,-,False
457,14x14,1,6,1,Static,WON,-,False
458,15x15,1,6,1,Static,WON,-,False
459,16x16,1,6,1,Static,WON,-,False
460,17x17,1,6,1,Static,WON,-,False
461,18x18,1,6,1,Static,WON,-,False
462,19x19,1,6,1,Static,WON,-,False
463,6x6,2,6,1,Static,LOST,PIT,False
464,7x7,2,6,1,Static,WON,-,False
465,8x8,2,6,1,Static,LOST,PIT,False
466,9x9,2,6,1,Static,WON,-,False
467,10x10,2,6,1,Static,LOST,PIT,False
468,11x11,2,6,1,Static,WON,-,False
469,12x12,2,6,1,Static,WON,-,False
470,13x13,2,6,1,Static,WON,-,False
471,14x14,2,6,1,Static,LOST,PIT,False
472,15x15,2,6,1,Static,WON,-,False
473,16x16,2,6,1,Static,WON,-,False
474,17x17,2,6,1,Static,WON,-,False
475,18x18,2,6,1,Static,WON,-,False
476,19x19,2,6,1,Static,WON,-,False
477,6x6,2,6,1,Static,WON,-,False
478,7x7,2,6,1,Static,WON,-,False
479,8x8,2,6,1,Static,WON,-,False
480,9x9,2,6,1,Static,WON,-,False
481,10x10,2,6,1,Static,WON,-,False
482,11x11,2,6,1,Static,WON,-,False
483,12x12,2,6,1,Static,WON,-,False
484,13x13,2,6,1,Static,LOST,WUMPUS,False
485,14x14,2,6,1,Static,WON,-,False
486,15x15,2,6,1,Static,WON,-,False
487,16x16,2,6,1,Static,WON,-,False
488,17x17,2,6,1,Static,LOST,PIT,False
489,18x18,2,6,1,Static,WON,-,False
490,19x19,2,6,1,Static,WON,-,False
491,6x6,2,6,1,Static,WON,-,False
492,7x7,2,6,1,Static,WON,-,False
493,8x8,2,6,1,Static,WON,-,False
494,9x9,2,6,1,Static,WON,-,False
495,10x10,2,6,1,Static,WON,-,False
496,11x11,2,6,1,Static,WON,-,False
497,12x12,2,6,1,Static,WON,-,False
498,13x13,2,6,1,Static,WON,-,False
499,14x14,2,6,1,Static,WON,-,False
500,15x15,2,6,1,Static,WON,-,False
501,16x16,2,6,1,Static,WON,-,False
502,17x17,2,6,1,Static,WON,-,False
503,18x18,2,6,1,Static,WON,-,False
504,19x19,2,6,1,Static,WON,-,False
505,6x6,1,7,1,Static,WON,-,False
506,7x7,1,7,1,Static,WON,-,False
507,8x8,1,7,1,Static,WON,-,False
508,9x9,1,7,1,Static,WON,-,False
509,10x10,1,7,1,Static,WON,-,False
510,11x11,1,7,1,Static,WON,-,False
511,12x12,1,7,1,Static,WON,-,False
512,13x13,1,7,1,Static,WON,-,False
513,14x14,1,7,1,Static,WON,-,False
514,15x15,1,7,1,Static,WON,-,False
515,16x16,1,7,1,Static,WON,-,False
516,17x17,1,7,1,Static,WON,-,False
517,18x18,1,7,1,Static,WON,-,False
518,19x19,1,7,1,Static,WON,-,False
519,6x6,1,7,1,Static,WON,-,False
520,7x7,1,7,1,Static,WON,-,False
521,8x8,1,7,1,Static,WON,-,False
522,9x9,1,7,1,Static,WON,-,False
523,10x10,1,7,1,Static,WON,-,False
524,11x11,1,7,1,Static,WON,-,False
525,12x12,1,7,1,Static,WON,-,False
526,13x13,1,7,1,Static,LOST,PIT,False
527,14x14,1,7,1,Static,WON,-,False
528,15x15,1,7,1,Static,WON,-,False
529,16x16,1,7,1,Static,WON,-,False
530,17x17,1,7,1,Static,WON,-,False
531,18x18,1,7,1,Static,WON,-,False
532,19x19,1,7,1,Static,WON,-,False
533,6x6,1,7,1,Static,WON,-,False
534,7x7,1,7,1,Static,LOST,PIT,False
535,8x8,1,7,1,Static,WON,-,False
536,9x9,1,7,1,Static,WON,-,False
537,10x10,1,7,1,Static,WON,-,False
538,11x11,1,7,1,Static,WON,-,False
539,12x12,1,7,1,Static,WON,-,False
540,13x13,1,7,1,Static,WON,-,False
541,14x14,1,7,1,Static,WON,-,False
542,15x15,1,7,1,Static,WON,-,False
543,16x16,1,7,1,Static,WON,-,False
544,17x17,1,7,1,Static,WON,-,False
545,18x18,1,7,1,Static,WON,-,False
546,19x19,1,7,1,Static,WON,-,False
547,6x6,2,7,1,Static,WON,-,False
548,7x7,2,7,1,Static,LOST,PIT,False
549,8x8,2,7,1,Static,WON,-,False
550,9x9,2,7,1,Static,WON,-,False
551,10x10,2,7,1,Static,WON,-,False
552,11x11,2,7,1,Static,WON,-,False
553,12x12,2,7,1,Static,LOST,PIT,False
554,13x13,2,7,1,Static,WON,-,False
555,14x14,2,7,1,Static,WON,-,False
556,15x15,2,7,1,Static,WON,-,False
557,16x16,2,7,1,Static,WON,-,False
558,17x17,2,7,1,Static,WON,-,False
559,18x18,2,7,1,Static,WON,-,False
560,19x19,2,7,1,Static,WON,-,False
561,6x6,2,7,1,Static,WON,-,False
562,7x7,2,7,1,Static,WON,-,False
563,8x8,2,7,1,Static,WON,-,False
564,9x9,2,7,1,Static,WON,-,False
565,10x10,2,7,1,Static,WON,-,False
566,11x11,2,7,1,Static,WON,-,False
567,12x12,2,7,1,Static,LOST,PIT,False
568,13x13,2,7,1,Static,WON,-,False
569,14x14,2,7,1,Static,WON,-,False
570,15x15,2,7,1,Static,WON,-,False
571,16x16,2,7,1,Static,LOST,PIT,False
572,17x17,2,7,1,Static,LOST,PIT,False
573,18x18,2,7,1,Static,WON,-,False
574,19x19,2,7,1,Static,WON,-,False
575,6x6,2,7,1,Static,WON,-,False
576,7x7,2,7,1,Static,WON,-,False
577,8x8,2,7,1,Static,WON,-,False
578,9x9,2,7,1,Static,WON,-,False
579,10x10,2,7,1,Static,LOST,PIT,False
580,11x11,2,7,1,Static,WON,-,False
581,12x12,2,7,1,Static,WON,-,False
582,13x13,2,7,1,Static,WON,-,False
583,14x14,2,7,1,Static,WON,-,False
584,15x15,2,7,1,Static,WON,-,False
585,16x16,2,7,1,Static,WON,-,False
586,17x17,2,7,1,Static,WON,-,False
587,18x18,2,7,1,Static,WON,-,False
588,19x19,2,7,1,Static,WON,-,False
589,6x6,1,8,1,Static,WON,-,False
590,7x7,1,8,1,Static,WON,-,False
591,8x8,1,8,1,Static,WON,-,False
592,9x9,1,8,1,Static,WON,-,False
593,10x10,1,8,1,Static,WON,-,False
594,11x11,1,8,1,Static,WON,-,False
595,12x12,1,8,1,Static,WON,-,False
596,13x13,1,8,1,Static,WON,-,False
597,14x14,1,8,1,Static,WON,-,False
598,15x15,1,8,1,Static,WON,-,False
599,16x16,1,8,1,Static,WON,-,False
600,17x17,1,8,1,Static,WON,-,False
601,18x18,1,8,1,Static,WON,-,False
602,19x19,1,8,1,Static,WON,-,False
603,6x6,1,8,1,Static,WON,-,False
604,7x7,1,8,1,Static,WON,-,False
605,8x8,1,8,1,Static,WON,-,False
606,9x9,1,8,1,Static,WON,-,False
607,10x10,1,8,1,Static,LOST,PIT,False
608,11x11,1,8,1,Static,WON,-,False
609,12x12,1,8,1,Static,WON,-,False
610,13x13,1,8,1,Static,WON,-,False
611,14x14,1,8,1,Static,WON,-,False
612,15x15,1,8,1,Static,WON,-,False
613,16x16,1,8,1,Static,WON,-,False
614,17x17,1,8,1,Static,WON,-,False
615,18x18,1,8,1,Static,WON,-,False
616,19x19,1,8,1,Static,WON,-,False
617,6x6,1,8,1,Static,WON,-,False
618,7x7,1,8,1,Static,WON,-,False
619,8x8,1,8,1,Static,WON,-,False
620,9x9,1,8,1,Static,WON,-,False
621,10x10,1,8,1,Static,WON,-,False
622,11x11,1,8,1,Static,WON,-,False
623,12x12,1,8,1,Static,WON,-,False
624,13x13,1,8,1,Static,WON,-,False
625,14x14,1,8,1,Static,WON,-,False
626,15x15,1,8,1,Static,WON,-,False
627,16x16,1,8,1,Static,WON,-,False
