RUN,GRID,NWUMPUS,NPITS,NGOLD,ENV,OUTCOME,REASON,SUICIDEFLAG
2304,13x13,1,9,2,Static,WON,-,False
2305,14x14,1,9,2,Static,WON,-,False
2306,15x15,1,9,2,Static,LOST,PIT,False
2307,16x16,1,9,2,Static,WON,-,False
2308,17x17,1,9,2,Static,LOST,PIT,False
2309,18x18,1,9,2,Static,WON,-,False
2310,19x19,1,9,2,Static,WON,-,False
2311,6x6,2,9,2,Static,LOST,PIT,False
2312,7x7,2,9,2,Static,WON,-,False
2313,8x8,2,9,2,Static,LOST,WUMPUS,False
2314,9x9,2,9,2,Static,LOST,PIT,False
2315,10x10,2,9,2,Static,WON,-,False
2316,11x11,2,9,2,Static,WON,-,False
2317,12x12,2,9,2,Static,WON,-,False
2318,13x13,2,9,2,Static,WON,-,False
2319,14x14,2,9,2,Static,WON,-,False
2320,15x15,2,9,2,Static,WON,-,False
2321,16x16,2,9,2,Static,LOST,PIT,False
2322,17x17,2,9,2,Static,WON,-,False
2323,18x18,2,9,2,Static,WON,-,False
2324,19x19,2,9,2,Static,LOST,PIT,False
2325,6x6,2,9,2,Static,LOST,PIT,False
2326,7x7,2,9,2,Static,LOST,WUMPUS,False
2327,8x8,2,9,2,Static,WON,-,False
2328,9x9,2,9,2,Static,WON,-,False
2329,10x10,2,9,2,Static,WON,-,False
2330,11x11,2,9,2,Static,WON,-,False
2331,12x12,2,9,2,Static,WON,-,False
2332,13x13,2,9,2,Static,WON,-,False
2333,14x14,2,9,2,Static,WON,-,False
2334,15x15,2,9,2,Static,WON,-,False
2335,16x16,2,9,2,Static,LOST,PIT,False
2336,17x17,2,9,2,Static,LOST,PIT,False
2337,18x18,2,9,2,Static,WON,-,False
2338,19x19,2,9,2,Static,WON,-,False
2339,6x6,2,9,2,Static,WON,-,False
2340,7x7,2,9,2,Static,WON,-,False
2341,8x8,2,9,2,Static,LOST,PIT,False
2342,9x9,2,9,2,Static,WON,-,False
2343,10x10,2,9,2,Static,WON,-,False
2344,11x11,2,9,2,Static,WON,-,False
2345,12x12,2,9,2,Static,WON,-,False
2346,13x13,2,9,2,Static,WON,-,False
2347,14x14,2,9,2,Static,WON,-,False
2348,15x15,2,9,2,Static,WON,-,False
2349,16x16,2,9,2,Static,WON,-,False
2350,17x17,2,9,2,Static,LOST,WUMPUS,False
2351,18x18,2,9,2,Static,WON,-,False
2352,19x19,2,9,2,Static,WON,-,False
2353,6x6,1,10,2,Static,WON,-,False
2354,7x7,1,10,2,Static,LOST,PIT,False
2355,8x8,1,10,2,Static,WON,-,False
2356,9x9,1,10,2,Static,LOST,PIT,False
2357,10x10,1,10,2,Static,WON,-,False
2358,11x11,1,10,2,Static,WON,-,False
2359,12x12,1,10,2,Static,WON,-,False
2360,13x13,1,10,2,Static,WON,-,False
2361,14x14,1,10,2,Static,WON,-,False
2362,15x15,1,10,2,Static,WON,-,False
2363,16x16,1,10,2,Static,WON,-,False
2364,17x17,1,10,2,Static,WON,-,False
2365,18x18,1,10,2,Static,WON,-,False
2366,19x19,1,10,2,Static,LOST,WUMPUS,False
2367,6x6,1,10,2,Static,WON,-,False
2368,7x7,1,10,2,Static,LOST,PIT,False
2369,8x8,1,10,2,Static,WON,-,False
2370,9x9,1,10,2,Static,WON,-,False
2371,10x10,1,10,2,Static,WON,-,False
2372,11x11,1,10,2,Static,WON,-,False
2373,12x12,1,10,2,Static,LOST,PIT,False
2374,13x13,1,10,2,Static,WON,-,False
2375,14x14,1,10,2,Static,WON,-,False
2376,15x15,1,10,2,Static,WON,-,False
2377,16x16,1,10,2,Static,WON,-,False
2378,17x17,1,10,2,Static,WON,-,False
2379,18x18,1,10,2,Static,WON,-,False
2380,19x19,1,10,2,Static,WON,-,False
2381,6x6,1,10,2,Static,LOST,WUMPUS,True
2382,7x7,1,10,2,Static,LOST,PIT,False
2383,8x8,1,10,2,Static,WON,-,False
2384,9x9,1,10,2,Static,LOST,PIT,False
2385,10x10,1,10,2,Static,WON,-,False
2386,11x11,1,10,2,Static,LOST,PIT,False
2387,12x12,1,10,2,Static,LOST,PIT,False
2388,13x13,1,10,2,Static,LOST,PIT,False
2389,14x14,1,10,2,Static,WON,-,False
2390,15x15,1,10,2,Static,WON,-,False
2391,16x16,1,10,2,Static,WON,-,False
2392,17x17,1,10,2,Static,LOST,PIT,False
2393,18x18,1,10,2,Static,WON,-,False
2394,19x19,1,10,2,Static,WON,-,False
2395,6x6,2,10,2,Static,WON,-,False
2396,7x7,2,10,2,Static,WON,-,False
2397,8x8,2,10,2,Static,WON,-,False
2398,9x9,2,10,2,Static,WON,-,False
2399,10x10,2,10,2,Static,WON,-,False
2400,11x11,2,10,2,Static,WON,-,False
2401,12x12,2,10,2,Static,WON,-,False
2402,13x13,2,10,2,Static,WON,-,False
2403,14x14,2,10,2,Static,WON,-,False
2404,15x15,2,10,2,Static,WON,-,False
2405,16x16,2,10,2,Static,WON,-,False
2406,17x17,2,10,2,Static,WON,-,False
2407,18x18,2,10,2,Static,WON,-,False
2408,19x19,2,10,2,Static,WON,-,False
2409,6x6,2,10,2,Static,LOST,PIT,False
2410,7x7,2,10,2,Static,WON,-,False
2411,8x8,2,10,2,Static,WON,-,False
2412,9x9,2,10,2,Static,LOST,WUMPUS,False
2413,10x10,2,10,2,Static,WON,-,False
2414,11x11,2,10,2,Static,WON,-,False
2415,12x12,2,10,2,Static,WON,-,False
2416,13x13,2,10,2,Static,WON,-,False
2417,14x14,2,10,2,Static,LOST,PIT,False
2418,15x15,2,10,2,Static,WON,-,False
2419,16x16,2,10,2,Static,WON,-,False
2420,17x17,2,10,2,Static,WON,-,False
2421,18x18,2,10,2,Static,WON,-,False
2422,19x19,2,10,2,Static,WON,-,False
2423,6x6,2,10,2,Static,WON,-,False
2424,7x7,2,10,2,Static,LOST,PIT,True
2425,8x8,2,10,2,Static,WON,-,False
2426,9x9,2,10,2,Static,WON,-,False
2427,10x10,2,10,2,Static,WON,-,False
2428,11x11,2,10,2,Static,WON,-,False
2429,12x12,2,10,2,Static,WON,-,False
2430,13x13,2,10,2,Static,LOST,PIT,False
2431,14x14,2,10,2,Static,WON,-,False
2432,15x15,2,10,2,Static,WON,-,False
2433,16x16,2,10,2,Static,LOST,PIT,False
2434,17x17,2,10,2,Static,WON,-,False
2435,18x18,2,10,2,Static,WON,-,False
2436,19x19,2,10,2,Static,WON,-,False
2437,6x6,1,11,2,Static,WON,-,False
2438,7x7,1,11,2,Static,WON,-,False
2439,8x8,1,11,2,Static,LOST,PIT,False
2440,9x9,1,11,2,Static,WON,-,False
2441,10x10,1,11,2,Static,WON,-,False
2442,11x11,1,11,2,Static,WON,-,False
2443,12x12,1,11,2,Static,WON,-,False
2444,13x13,1,11,2,Static,WON,-,False
2445,14x14,1,11,2,Static,WON,-,False
2446,15x15,1,11,2,Static,WON,-,False
2447,16x16,1,11,2,Static,WON,-,False
2448,17x17,1,11,2,Static,WON,-,False
2449,18x18,1,11,2,Static,LOST,PIT,False
2450,19x19,1,11,2,Static,LOST,PIT,False
2451,6x6,1,11,2,Static,LOST,PIT,True
2452,7x7,1,11,2,Static,LOST,PIT,False
2453,8x8,1,11,2,Static,LOST,PIT,False
2454,9x9,1,11,2,Static,LOST,PIT,False
2455,10x10,1,11,2,Static,LOST,PIT,False
2456,11x11,1,11,2,Static,WON,-,False
2457,12x12,1,11,2,Static,WON,-,False
2458,13x13,1,11,2,Static,WON,-,False
2459,14x14,1,11,2,Static,LOST,PIT,False
2460,15x15,1,11,2,Static,WON,-,False
2461,16x16,1,11,2,Static,LOST,PIT,False
2462,17x17,1,11,2,Static,WON,-,False
2463,18x18,1,11,2,Static,WON,-,False
2464,19x19,1,11,2,Static,LOST,PIT,False
2465,6x6,1,11,2,Static,LOST,PIT,False
2466,7x7,1,11,2,Static,LOST,PIT,False
2467,8x8,1,11,2,Static,WON,-,False
2468,9x9,1,11,2,Static,WON,-,False
2469,10x10,1,11,2,Static,WON,-,False
2470,11x11,1,11,2,Static,WON,-,False
2471,12x12,1,11,2,Static,WON,-,False
2472,13x13,1,11,2,Static,WON,-,False
2473,14x14,1,11,2,Static,WON,-,False
2474,15x15,1,11,2,Static,WON,-,False
2475,16x16,1,11,2,Static,WON,-,False
2476,17x17,1,11,2,Static,LOST,PIT,False
2477,18x18,1,11,2,Static,LOST,PIT,False
2478,19x19,1,11,2,Static,WON,-,False
2479,6x6,2,11,2,Static,LOST,PIT,True
2480,7x7,2,11,2,Static,WON,-,False
2481,8x8,2,11,2,Static,WON,-,False
2482,9x9,2,11,2,Static,WON,-,False
2483,10x10,2,11,2,Static,WON,-,False
2484,11x11,2,11,2,Static,LOST,PIT,False
2485,12x12,2,11,2,Static,WON,-,False
2486,13x13,2,11,2,Static,WON,-,False
2487,14x14,2,11,2,Static,WON,-,False
2488,15x15,2,11,2,Static,LOST,PIT,False
2489,16x16,2,11,2,Static,WON,-,False
2490,17x17,2,11,2,Static,LOST,PIT,False
2491,18x18,2,11,2,Static,WON,-,False
2492,19x19,2,11,2,Static,WON,-,False
2493,6x6,2,11,2,Static,LOST,PIT,True
2494,7x7,2,11,2,Static,WON,-,False
2495,8x8,2,11,2,Static,LOST,PIT,False
2496,9x9,2,11,2,Static,WON,-,False
2497,10x10,2,11,2,Static,WON,-,False
2498,11x11,2,11,2,Static,WON,-,False
2499,12x12,2,11,2,Static,WON,-,False
2500,13x13,2,11,2,Static,WON,-,False
2501,14x14,2,11,2,Static,WON,-,False
2502,15x15,2,11,2,Static,LOST,PIT,False
2503,16x16,2,11,2,Static,WON,-,False
2504,17x17,2,11,2,Static,WON,-,False
2505,18x18,2,11,2,Static,WON,-,False
2506,19x19,2,11,2,Static,WON,-,False
2507,6x6,2,11,2,Static,LOST,PIT,False
2508,7x7,2,11,2,Static,WON,-,False
2509,8x8,2,11,2,Static,WON,-,False
2510,9x9,2,11,2,Static,WON,-,False
2511,10x10,2,11,2,Static,WON,-,False
2512,11x11,2,11,2,Static,WON,-,False
2513,12x12,2,11,2,Static,LOST,PIT,False
2514,13x13,2,11,2,Static,LOST,PIT,False
2515,14x14,2,11,2,Static,WON,-,False
2516,15x15,2,11,2,Static,WON,-,False
2517,16x16,2,11,2,Static,WON,-,False
2518,17x17,2,11,2,Static,WON,-,False
2519,18x18,2,11,2,Static,WON,-,False
2520,19x19,2,11,2,Static,WON,-,False
2521,6x6,1,12,2,Static,LOST,PIT,False
2522,7x7,1,12,2,Static,LOST,PIT,False
2523,8x8,1,12,2,Static,WON,-,False
2524,9x9,1,12,2,Static,WON,-,False
2525,10x10,1,12,2,Static,LOST,PIT,False
2526,11x11,1,12,2,Static,WON,-,False
2527,12x12,1,12,2,Static,WON,-,False
2528,13x13,1,12,2,Static,WON,-,False
2529,14x14,1,12,2,Static,WON,-,False
2530,15x15,1,12,2,Static,WON,-,False
2531,16x16,1,12,2,Static,WON,-,False
2532,17x17,1,12,2,Static,WON,-,False
2533,18x18,1,12,2,Static,WON,-,False
2534,19x19,1,12,2,Static,WON,-,False
2535,6x6,1,12,2,Static,LOST,PIT,False
2536,7x7,1,12,2,Static,LOST,PIT,False
2537,8x8,1,12,2,Static,WON,-,False
2538,9x9,1,12,2,Static,WON,-,False
2539,10x10,1,12,2,Static,LOST,PIT,False
2540,11x11,1,12,2,Static,WON,-,False
2541,12x12,1,12,2,Static,WON,-,False
2542,13x13,1,12,2,Static,WON,-,False
2543,14x14,1,12,2,Static,LOST,PIT,True
2544,15x15,1,12,2,Static,LOST,PIT,False
2545,16x16,1,12,2,Static,LOST,PIT,False
2546,17x17,1,12,2,Static,WON,-,False
2547,18x18,1,12,2,Static,LOST,PIT,False
2548,19x19,1,12,2,Static,LOST,PIT,False
2549,6x6,1,12,2,Static,LOST,PIT,True
2550,7x7,1,12,2,Static,WON,-,False
2551,8x8,1,12,2,Static,LOST,PIT,False
2552,9x9,1,12,2,Static,LOST,PIT,False
2553,10x10,1,12,2,Static,WON,-,False
2554,11x11,1,12,2,Static,WON,-,False
2555,12x12,1,12,2,Static,WON,-,False
2556,13x13,1,12,2,Static,WON,-,False
2557,14x14,1,12,2,Static,WON,-,False
2558,15x15,1,12,2,Static,WON,-,False
2559,16x16,1,12,2,Static,WON,-,False
2560,17x17,1,12,2,Static,WON,-,False
2561,18x18,1,12,2,Static,WON,-,False
2562,19x19,1,12,2,Static,WON,-,False
2563,6x6,2,12,2,Static,LOST,PIT,True
2564,7x7,2,12,2,Static,WON,-,False
2565,8x8,2,12,2,Static,LOST,PIT,False
2566,9x9,2,12,2,Static,WON,-,False
2567,10x10,2,12,2,Static,WON,-,False
2568,11x11,2,12,2,Static,WON,-,False
2569,12x12,2,12,2,Static,WON,-,False
2570,13x13,2,12,2,Static,LOST,PIT,False
2571,14x14,2,12,2,Static,WON,-,False
2572,15x15,2,12,2,Static,WON,-,False
2573,16x16,2,12,2,Static,WON,-,False
2574,17x17,2,12,2,Static,WON,-,False
2575,18x18,2,12,2,Static,LOST,PIT,False
2576,19x19,2,12,2,Static,WON,-,False
2577,6x6,2,12,2,Static,WON,-,False
2578,7x7,2,12,2,Static,WON,-,False
2579,8x8,2,12,2,Static,WON,-,False
2580,9x9,2,12,2,Static,LOST,PIT,False
2581,10x10,2,12,2,Static,LOST,PIT,False
2582,11x11,2,12,2,Static,WON,-,False
2583,12x12,2,12,2,Static,LOST,PIT,False
2584,13x13,2,12,2,Static,WON,-,False
2585,14x14,2,12,2,Static,WON,-,False
2586,15x15,2,12,2,Static,WON,-,False
2587,16x16,2,12,2,Static,WON,-,False
2588,17x17,2,12,2,Static,LOST,PIT,False
2589,18x18,2,12,2,Static,WON,-,False
2590,19x19,2,12,2,Static,LOST,PIT,False
2591,6x6,2,12,2,Static,LOST,PIT,False
2592,7x7,2,12,2,Static,WON,-,False
2593,8x8,2,12,2,Static,WON,-,False
2594,9x9,2,12,2,Static,LOST,PIT,False
2595,10x10,2,12,2,Static,LOST,PIT,False
2596,11x11,2,12,2,Static,WON,-,False
2597,12x12,2,12,2,Static,WON,-,False
2598,13x13,2,12,2,Static,WON,-,False
2599,14x14,2,12,2,Static,WON,-,False
2600,15x15,2,12,2,Static,LOST,PIT,False
2601,16x16,2,12,2,Static,WON,-,False
2602,17x17,2,12,2,Static,WON,-,False
2603,18x18,2,12,2,Static,WON,-,False
2604,19x19,2,12,2,Static,WON,-,False
2605,6x6,1,13,2,Static,LOST,PIT,False
2606,7x7,1,13,2,Static,LOST,PIT,True
2607,8x8,1,13,2,Static,WON,-,False
2608,9x9,1,13,2,Static,LOST,PIT,False
2609,10x10,1,13,2,Static,WON,-,False
2610,11x11,1,13,2,Static,WON,-,False
2611,12x12,1,13,2,Static,WON,-,False
2612,13x13,1,13,2,Static,WON,-,False
2613,14x14,1,13,2,Static,WON,-,False
2614,15x15,1,13,2,Static,WON,-,False
2615,16x16,1,13,2,Static,WON,-,False
2616,17x17,1,13,2,Static,LOST,PIT,False
2617,18x18,1,13,2,Static,WON,-,False
2618,19x19,1,13,2,Static,WON,-,False
2619,6x6,1,13,2,Static,WON,-,False
2620,7x7,1,13,2,Static,WON,-,False
2621,8x8,1,13,2,Static,WON,-,False
2622,9x9,1,13,2,Static,WON,-,False
2623,10x10,1,13,2,Static,WON,-,False
2624,11x11,1,13,2,Static,WON,-,False
2625,12x12,1,13,2,Static,WON,-,False
2626,13x13,1,13,2,Static,WON,-,False
2627,14x14,1,13,2,Static,WON,-,False
2628,15x15,1,13,2,Static,WON,-,False
2629,16x16,1,13,2,Static,WON,-,False
2630,17x17,1,13,2,Static,WON,-,False
2631,18x18,1,13,2,Static,WON,-,False
2632,19x19,1,13,2,Static,WON,-,False
2633,6x6,1,13,2,Static,WON,-,False
2634,7x7,1,13,2,Static,LOST,PIT,False
2635,8x8,1,13,2,Static,LOST,PIT,True
2636,9x9,1,13,2,Static,WON,-,False
2637,10x10,1,13,2,Static,WON,-,False
2638,11x11,1,13,2,Static,LOST,PIT,False
2639,12x12,1,13,2,Static,WON,-,False
2640,13x13,1,13,2,Static,WON,-,False
2641,14x14,1,13,2,Static,WON,-,False
2642,15x15,1,13,2,Static,LOST,WUMPUS,False
2643,16x16,1,13,2,Static,WON,-,False
2644,17x17,1,13,2,Static,WON,-,False
2645,18x18,1,13,2,Static,WON,-,False
2646,19x19,1,13,2,Static,WON,-,False
2647,6x6,2,13,2,Static,LOST,PIT,True
2648,7x7,2,13,2,Static,LOST,PIT,False
2649,8x8,2,13,2,Static,WON,-,False
2650,9x9,2,13,2,Static,LOST,PIT,False
2651,10x10,2,13,2,Static,WON,-,False
2652,11x11,2,13,2,Static,WON,-,False
2653,12x12,2,13,2,Static,WON,-,False
2654,13x13,2,13,2,Static,LOST,PIT,False
2655,14x14,2,13,2,Static,WON,-,False
2656,15x15,2,13,2,Static,LOST,PIT,False
2657,16x16,2,13,2,Static,WON,-,False
2658,17x17,2,13,2,Static,WON,-,False
2659,18x18,2,13,2,Static,LOST,PIT,False
2660,19x19,2,13,2,Static,WON,-,False
2661,6x6,2,13,2,Static,WON,-,False
2662,7x7,2,13,2,Static,LOST,PIT,False
2663,8x8,2,13,2,Static,WON,-,False
2664,9x9,2,13,2,Static,WON,-,False
2665,10x10,2,13,2,Static,LOST,WUMPUS,False
2666,11x11,2,13,2,Static,WON,-,False
2667,12x12,2,13,2,Static,WON,-,False
2668,13x13,2,13,2,Static,WON,-,False
2669,14x14,2,13,2,Static,WON,-,False
2670,15x15,2,13,2,Static,WON,-,False
2671,16x16,2,13,2,Static,WON,-,False
2672,17x17,2,13,2,Static,WON,-,False
2673,18x18,2,13,2,Static,WON,-,False
2674,19x19,2,13,2,Static,WON,-,False
2675,6x6,2,13,2,Static,WON,-,False
2676,7x7,2,13,2,Static,LOST,PIT,True
2677,8x8,2,13,2,Static,WON,-,False
2678,9x9,2,13,2,Static,LOST,PIT,False
2679,10x10,2,13,2,Static,WON,-,False
2680,11x11,2,13,2,Static,LOST,WUMPUS,False
2681,12x12,2,13,2,Static,LOST,PIT,False
2682,13x13,2,13,2,Static,WON,-,False
2683,14x14,2,13,2,Static,WON,-,False
2684,15x15,2,13,2,Static,WON,-,False
2685,16x16,2,13,2,Static,LOST,PIT,False
2686,17x17,2,13,2,Static,WON,-,False
2687,18x18,2,13,2,Static,WON,-,False
2688,19x19,2,13,2,Static,LOST,PIT,False
2689,6x6,1,14,2,Static,LOST,PIT,False
2690,7x7,1,14,2,Static,LOST,PIT,True
2691,8x8,1,14,2,Static,WON,-,False
2692,9x9,1,14,2,Static,WON,-,False
2693,10x10,1,14,2,Static,WON,-,False
2694,11x11,1,14,2,Static,WON,-,False
2695,12x12,1,14,2,Static,WON,-,False
2696,13x13,1,14,2,Static,LOST,PIT,False
2697,14x14,1,14,2,Static,WON,-,False
2698,15x15,1,14,2,Static,WON,-,False
2699,16x16,1,14,2,Static,WON,-,False
2700,17x17,1,14,2,Static,WON,-,False
2701,18x18,1,14,2,Static,WON,-,False
2702,19x19,1,14,2,Static,WON,-,False
2703,6x6,1,14,2,Static,LOST,PIT,True
2704,7x7,1,14,2,Static,LOST,PIT,True
2705,8x8,1,14,2,Static,LOST,PIT,False
2706,9x9,1,14,2,Static,WON,-,False
2707,10x10,1,14,2,Static,WON,-,False
2708,11x11,1,14,2,Static,WON,-,False
2709,12x12,1,14,2,Static,WON,-,False
2710,13x13,1,14,2,Static,LOST,PIT,False
2711,14x14,1,14,2,Static,WON,-,False
2712,15x15,1,14,2,Static,WON,-,False
2713,16x16,1,14,2,Static,WON,-,False
2714,17x17,1,14,2,Static,WON,-,False
2715,18x18,1,14,2,Static,WON,-,False
2716,19x19,1,14,2,Static,WON,-,False
2717,6x6,1,14,2,Static,LOST,PIT,False
2718,7x7,1,14,2,Static,WON,-,False
2719,8x8,1,14,2,Static,LOST,PIT,False
2720,9x9,1,14,2,Static,WON,-,False
2721,10x10,1,14,2,Static,LOST,PIT,False
2722,11x11,1,14,2,Static,WON,-,False
2723,12x12,1,14,2,Static,WON,-,False
2724,13x13,1,14,2,Static,LOST,PIT,False
2725,14x14,1,14,2,Static,WON,-,False
2726,15x15,1,14,2,Static,LOST,PIT,False
2727,16x16,1,14,2,Static,WON,-,False
2728,17x17,1,14,2,Static,LOST,PIT,False
2729,18x18,1,14,2,Static,WON,-,False
2730,19x19,1,14,2,Static,WON,-,False
2731,6x6,2,14,2,Static,LOST,PIT,False
2732,7x7,2,14,2,Static,LOST,PIT,True
2733,8x8,2,14,2,Static,LOST,PIT,False
2734,9x9,2,14,2,Static,WON,-,False
2735,10x10,2,14,2,Static,WON,-,False
2736,11x11,2,14,2,Static,WON,-,False
2737,12x12,2,14,2,Static,WON,-,False
2738,13x13,2,14,2,Static,WON,-,False
2739,14x14,2,14,2,Static,WON,-,False
2740,15x15,2,14,2,Static,WON,-,False
2741,16x16,2,14,2,Static,WON,-,False
2742,17x17,2,14,2,Static,WON,-,False
2743,18x18,2,14,2,Static,LOST,PIT,False
2744,19x19,2,14,2,Static,WON,-,False
2745,6x6,2,14,2,Static,WON,-,False
2746,7x7,2,14,2,Static,LOST,PIT,False
2747,8x8,2,14,2,Static,WON,-,False
2748,9x9,2,14,2,Static,LOST,PIT,False
2749,10x10,2,14,2,Static,WON,-,False
2750,11x11,2,14,2,Static,WON,-,False
2751,12x12,2,14,2,Static,WON,-,False
2752,13x13,2,14,2,Static,WON,-,False
2753,14x14,2,14,2,Static,WON,-,False
2754,15x15,2,14,2,Static,LOST,PIT,False
2755,16x16,2,14,2,Static,WON,-,False
2756,17x17,2,14,2,Static,WON,-,False
2757,18x18,2,14,2,Static,WON,-,False
2758,19x19,2,14,2,Static,WON,-,False
2759,6x6,2,14,2,Static,LOST,PIT,True
2760,7x7,2,14,2,Static,LOST,PIT,True
2761,8x8,2,14,2,Static,LOST,PIT,False
2762,9x9,2,14,2,Static,WON,-,False
2763,10x10,2,14,2,Static,LOST,PIT,False
2764,11x11,2,14,2,Static,WON,-,False
2765,12x12,2,14,2,Static,LOST,PIT,False
2766,13x13,2,14,2,Static,WON,-,False
2767,14x14,2,14,2,Static,WON,-,False
2768,15x15,2,14,2,Static,WON,-,False
2769,16x16,2,14,2,Static,WON,-,False
2770,17x17,2,14,2,Static,WON,-,False
2771,18x18,2,14,2,Static,WON,-,False
2772,19x19,2,14,2,Static,LOST,PIT,False
2773,6x6,1,15,2,Static,WON,-,False
2774,7x7,1,15,2,Static,LOST,PIT,True
2775,8x8,1,15,2,Static,WON,-,False
2776,9x9,1,15,2,Static,LOST,PIT,False
2777,10x10,1,15,2,Static,WON,-,False
2778,11x11,1,15,2,Static,WON,-,False
2779,12x12,1,15,2,Static,WON,-,False
2780,13x13,1,15,2,Static,WON,-,False
2781,14x14,1,15,2,Static,WON,-,False
2782,15x15,1,15,2,Static,WON,-,False
2783,16x16,1,15,2,Static,WON,-,False
2784,17x17,1,15,2,Static,WON,-,False
2785,18x18,1,15,2,Static,WON,-,False
2786,19x19,1,15,2,Static,WON,-,False
2787,6x6,1,15,2,Static,LOST,PIT,True
2788,7x7,1,15,2,Static,WON,-,False
2789,8x8,1,15,2,Static,WON,-,False
2790,9x9,1,15,2,Static,WON,-,False
2791,10x10,1,15,2,Static,LOST,PIT,False
2792,11x11,1,15,2,Static,WON,-,False
2793,12x12,1,15,2,Static,LOST,PIT,False
2794,13x13,1,15,2,Static,WON,-,False
2795,14x14,1,15,2,Static,WON,-,False
2796,15x15,1,15,2,Static,LOST,PIT,False
2797,16x16,1,15,2,Static,WON,-,False
2798,17x17,1,15,2,Static,WON,-,False
2799,18x18,1,15,2,Static,WON,-,False
2800,19x19,1,15,2,Static,WON,-,False
2801,6x6,1,15,2,Static,LOST,PIT,True
2802,7x7,1,15,2,Static,LOST,PIT,True
2803,8x8,1,15,2,Static,LOST,PIT,True
2804,9x9,1,15,2,Static,WON,-,False
2805,10x10,1,15,2,Static,WON,-,False
2806,11x11,1,15,2,Static,WON,-,False
2807,12x12,1,15,2,Static,WON,-,False
2808,13x13,1,15,2,Static,WON,-,False
2809,14x14,1,15,2,Static,WON,-,False
2810,15x15,1,15,2,Static,WON,-,False
2811,16x16,1,15,2,Static,WON,-,False
2812,17x17,1,15,2,Static,LOST,PIT,False
2813,18x18,1,15,2,Static,WON,-,False
2814,19x19,1,15,2,Static,WON,-,False
2815,6x6,2,15,2,Static,LOST,PIT,True
2816,7x7,2,15,2,Static,LOST,PIT,False
2817,8x8,2,15,2,Static,LOST,PIT,False
2818,9x9,2,15,2,Static,WON,-,False
2819,10x10,2,15,2,Static,LOST,PIT,False
2820,11x11,2,15,2,Static,WON,-,False
2821,12x12,2,15,2,Static,WON,-,False
2822,13x13,2,15,2,Static,WON,-,False
2823,14x14,2,15,2,Static,WON,-,False
2824,15x15,2,15,2,Static,LOST,PIT,False
2825,16x16,2,15,2,Static,WON,-,False
2826,17x17,2,15,2,Static,WON,-,False
2827,18x18,2,15,2,Static,WON,-,False
2828,19x19,2,15,2,Static,WON,-,False
2829,6x6,2,15,2,Static,LOST,WUMPUS,True
2830,7x7,2,15,2,Static,WON,-,False
2831,8x8,2,15,2,Static,LOST,PIT,False
2832,9x9,2,15,2,Static,WON,-,False
2833,10x10,2,15,2,Static,WON,-,False
2834,11x11,2,15,2,Static,LOST,PIT,False
2835,12x12,2,15,2,Static,LOST,WUMPUS,False
2836,13x13,2,15,2,Static,WON,-,False
2837,14x14,2,15,2,Static,LOST,PIT,False
2838,15x15,2,15,2,Static,LOST,WUMPUS,False
2839,16x16,2,15,2,Static,WON,-,False
2840,17x17,2,15,2,Static,LOST,PIT,False
2841,18x18,2,15,2,Static,WON,-,False
2842,19x19,2,15,2,Static,LOST,PIT,False
2843,6x6,2,15,2,Static,LOST,PIT,True
2844,7x7,2,15,2,Static,LOST,WUMPUS,True
2845,8x8,2,15,2,Static,LOST,PIT,False
2846,9x9,2,15,2,Static,LOST,PIT,False
2847,10x10,2,15,2,Static,WON,-,False
2848,11x11,2,15,2,Static,WON,-,False
2849,12x12,2,15,2,Static,LOST,PIT,False
2850,13x13,2,15,2,Static,LOST,WUMPUS,False
2851,14x14,2,15,2,Static,LOST,PIT,False
2852,15x15,2,15,2,Static,LOST,PIT,False
2853,16x16,2,15,2,Static,WON,-,False
2854,17x17,2,15,2,Static,LOST,PIT,False
2855,18x18,2,15,2,Static,LOST,PIT,False
2856,19x19,2,15,2,Static,WON,-,False
2857,6x6,1,16,2,Static,LOST,PIT,False
2858,7x7,1,16,2,Static,LOST,PIT,True
2859,8x8,1,16,2,Static,LOST,PIT,False
2860,9x9,1,16,2,Static,WON,-,False
2861,10x10,1,16,2,Static,WON,-,False
2862,11x11,1,16,2,Static,WON,-,False
2863,12x12,1,16,2,Static,WON,-,False
2864,13x13,1,16,2,Static,WON,-,False
2865,14x14,1,16,2,Static,WON,-,False
2866,15x15,1,16,2,Static,WON,-,False
2867,16x16,1,16,2,Static,WON,-,False
2868,17x17,1,16,2,Static,WON,-,False
2869,18x18,1,16,2,Static,WON,-,False
2870,19x19,1,16,2,Static,LOST,PIT,False
2871,6x6,1,16,2,Static,LOST,PIT,True
2872,7x7,1,16,2,Static,LOST,PIT,True
2873,8x8,1,16,2,Static,WON,-,False
2874,9x9,1,16,2,Static,LOST,PIT,False
2875,10x10,1,16,2,Static,WON,-,False
2876,11x11,1,16,2,Static,LOST,PIT,False
2877,12x12,1,16,2,Static,LOST,PIT,False
2878,13x13,1,16,2,Static,WON,-,False
2879,14x14,1,16,2,Static,LOST,PIT,False
2880,15x15,1,16,2,Static,WON,-,False
2881,16x16,1,16,2,Static,WON,-,False
2882,17x17,1,16,2,Static,WON,-,False
2883,18x18,1,16,2,Static,WON,-,False
2884,19x19,1,16,2,Static,WON,-,False
